setting,instance,seed,operator,proposed,returned_candidate,accepted,improving,new_global_best,candidate_rate,accept_rate,improve_rate,avg_accepted_delta
without_remove_reinsert_three,F,55,pair_relocate_best,3,3,3,1,0,1.0,1.0,0.3333333333333333,5.85792249929879
without_remove_reinsert_three,F,55,swap_two_one,3,3,3,2,0,1.0,1.0,0.6666666666666666,-3.103051022354066
without_remove_reinsert_three,F,66,relocate_best,4,4,4,2,0,1.0,1.0,0.5,0.413218212190003
without_remove_reinsert_three,F,66,swap_restricted,3,3,3,0,0,1.0,1.0,0.0,10.924881254849007
without_remove_reinsert_three,F,66,remove_reinsert_two,4,4,4,2,0,1.0,1.0,0.5,-1.3718274445269572
without_remove_reinsert_three,F,66,ejection_chain_light,3,3,3,0,0,1.0,1.0,0.0,11.490528870642379
without_remove_reinsert_three,F,66,pair_relocate_best,8,8,8,5,2,1.0,1.0,0.625,-9.793825949671586
without_remove_reinsert_three,F,66,swap_two_one,7,7,7,2,0,1.0,1.0,0.2857142857142857,6.030245633902658
without_remove_reinsert_three,F,77,relocate_best,5,5,5,2,0,1.0,1.0,0.4,0.8788259232905602
without_remove_reinsert_three,F,77,swap_restricted,1,1,1,0,0,1.0,1.0,0.0,8.888068508053266
without_remove_reinsert_three,F,77,remove_reinsert_two,2,2,2,0,0,1.0,1.0,0.0,0.0
without_remove_reinsert_three,F,77,ejection_chain_light,1,1,1,0,0,1.0,1.0,0.0,1.758335227436305
without_remove_reinsert_three,F,77,pair_relocate_best,5,5,5,2,1,1.0,1.0,0.4,0.5050194016486558
without_remove_reinsert_three,F,77,swap_two_one,5,5,5,4,0,1.0,1.0,0.8,-3.5131260720371302
without_remove_reinsert_three,K,11,relocate_best,0,0,0,0,0,,,,
without_remove_reinsert_three,K,11,swap_restricted,0,0,0,0,0,,,,
without_remove_reinsert_three,K,11,remove_reinsert_two,1,1,1,1,1,1.0,1.0,1.0,-1.9626333774349405
without_remove_reinsert_three,K,11,ejection_chain_light,1,1,1,1,1,1.0,1.0,1.0,-6.338781088915539
without_remove_reinsert_three,K,11,pair_relocate_best,0,0,0,0,0,,,,
without_remove_reinsert_three,K,11,swap_two_one,0,0,0,0,0,,,,
without_remove_reinsert_three,K,22,relocate_best,0,0,0,0,0,,,,
without_remove_reinsert_three,K,22,swap_restricted,0,0,0,0,0,,,,
without_remove_reinsert_three,K,22,remove_reinsert_two,0,0,0,0,0,,,,
without_remove_reinsert_three,K,22,ejection_chain_light,0,0,0,0,0,,,,
without_remove_reinsert_three,K,22,pair_relocate_best,0,0,0,0,0,,,,
without_remove_reinsert_three,K,22,swap_two_one,1,1,1,0,0,1.0,1.0,0.0,0.8587804338777687
without_remove_reinsert_three,K,33,relocate_best,0,0,0,0,0,,,,
without_remove_reinsert_three,K,33,swap_restricted,0,0,0,0,0,,,,
without_remove_reinsert_three,K,33,remove_reinsert_two,0,0,0,0,0,,,,
without_remove_reinsert_three,K,33,ejection_chain_light,1,1,1,1,1,1.0,1.0,1.0,-6.138584096894306
without_remove_reinsert_three,K,33,pair_relocate_best,0,0,0,0,0,,,,
without_remove_reinsert_three,K,33,swap_two_one,0,0,0,0,0,,,,
without_remove_reinsert_three,K,44,relocate_best,2,2,2,1,1,1.0,1.0,0.5,-1.1208542249672746
without_remove_reinsert_three,K,44,swap_restricted,1,1,1,1,1,1.0,1.0,1.0,-11.662785799482208
without_remove_reinsert_three,K,44,remove_reinsert_two,3,3,3,1,1,1.0,1.0,0.3333333333333333,-0.7959558992589185
without_remove_reinsert_three,K,44,ejection_chain_light,0,0,0,0,0,,,,
without_remove_reinsert_three,K,44,pair_relocate_best,2,2,2,0,0,1.0,1.0,0.0,2.567811567077513
without_remove_reinsert_three,K,44,swap_two_one,0,0,0,0,0,,,,
without_remove_reinsert_three,K,55,relocate_best,1,1,1,1,1,1.0,1.0,1.0,-13.842208084302456
without_remove_reinsert_three,K,55,swap_restricted,2,2,2,2,2,1.0,1.0,1.0,-9.67402499016697
without_remove_reinsert_three,K,55,remove_reinsert_two,0,0,0,0,0,,,,
without_remove_reinsert_three,K,55,ejection_chain_light,0,0,0,0,0,,,,
without_remove_reinsert_three,K,55,pair_relocate_best,0,0,0,0,0,,,,
without_remove_reinsert_three,K,55,swap_two_one,0,0,0,0,0,,,,
without_remove_reinsert_three,K,66,relocate_best,1,1,1,1,1,1.0,1.0,1.0,-10.625046363656793
without_remove_reinsert_three,K,66,swap_restricted,0,0,0,0,0,,,,
without_remove_reinsert_three,K,66,remove_reinsert_two,0,0,0,0,0,,,,
without_remove_reinsert_three,K,66,ejection_chain_light,1,1,1,1,1,1.0,1.0,1.0,-5.716147422585323
without_remove_reinsert_three,K,66,pair_relocate_best,1,1,1,1,1,1.0,1.0,1.0,-12.524891815345768
without_remove_reinsert_three,K,66,swap_two_one,1,1,1,0,0,1.0,1.0,0.0,0.26680929716371793
without_remove_reinsert_three,K,77,relocate_best,0,0,0,0,0,,,,
without_remove_reinsert_three,K,77,swap_restricted,0,0,0,0,0,,,,
without_remove_reinsert_three,K,77,remove_reinsert_two,0,0,0,0,0,,,,
without_remove_reinsert_three,K,77,ejection_chain_light,0,0,0,0,0,,,,
without_remove_reinsert_three,K,77,pair_relocate_best,1,1,1,1,1,1.0,1.0,1.0,-0.0863553435576705
without_remove_reinsert_three,K,77,swap_two_one,2,2,2,2,2,1.0,1.0,1.0,-3.2759648699992567
