setting,instance,seed,operator,proposed,returned_candidate,accepted,improving,new_global_best,candidate_rate,accept_rate,improve_rate,avg_accepted_delta
without_relocate_best,K,22,remove_reinsert_three,2,2,2,2,2,1.0,1.0,1.0,-11.267902321244833
without_relocate_best,K,33,swap_restricted,0,0,0,0,0,,,,
without_relocate_best,K,33,remove_reinsert_two,0,0,0,0,0,,,,
without_relocate_best,K,33,ejection_chain_light,0,0,0,0,0,,,,
without_relocate_best,K,33,pair_relocate_best,1,1,1,1,1,1.0,1.0,1.0,-11.48832445883022
without_relocate_best,K,33,swap_two_one,1,1,1,1,1,1.0,1.0,1.0,-2.6451307122601975
without_relocate_best,K,33,remove_reinsert_three,1,1,1,0,0,1.0,1.0,0.0,0.0
without_relocate_best,K,44,swap_restricted,0,0,0,0,0,,,,
without_relocate_best,K,44,remove_reinsert_two,0,0,0,0,0,,,,
without_relocate_best,K,44,ejection_chain_light,1,1,1,1,1,1.0,1.0,1.0,-11.662785799482208
without_relocate_best,K,44,pair_relocate_best,0,0,0,0,0,,,,
without_relocate_best,K,44,swap_two_one,0,0,0,0,0,,,,
without_relocate_best,K,44,remove_reinsert_three,0,0,0,0,0,,,,
without_relocate_best,K,55,swap_restricted,1,1,1,1,1,1.0,1.0,1.0,-10.478714087746198
without_relocate_best,K,55,remove_reinsert_two,0,0,0,0,0,,,,
without_relocate_best,K,55,ejection_chain_light,0,0,0,0,0,,,,
without_relocate_best,K,55,pair_relocate_best,0,0,0,0,0,,,,
without_relocate_best,K,55,swap_two_one,0,0,0,0,0,,,,
without_relocate_best,K,55,remove_reinsert_three,0,0,0,0,0,,,,
without_relocate_best,K,66,swap_restricted,1,1,1,1,1,1.0,1.0,1.0,-3.728066302821844
without_relocate_best,K,66,remove_reinsert_two,0,0,0,0,0,,,,
without_relocate_best,K,66,ejection_chain_light,0,0,0,0,0,,,,
without_relocate_best,K,66,pair_relocate_best,1,1,1,1,1,1.0,1.0,1.0,-23.636696241414597
without_relocate_best,K,66,swap_two_one,0,0,0,0,0,,,,
without_relocate_best,K,66,remove_reinsert_three,1,1,1,0,0,1.0,1.0,0.0,0.0
without_relocate_best,K,77,swap_restricted,0,0,0,0,0,,,,
without_relocate_best,K,77,remove_reinsert_two,0,0,0,0,0,,,,
without_relocate_best,K,77,ejection_chain_light,0,0,0,0,0,,,,
without_relocate_best,K,77,pair_relocate_best,0,0,0,0,0,,,,
without_relocate_best,K,77,swap_two_one,1,1,1,1,1,1.0,1.0,1.0,-0.2565115027248339
without_relocate_best,K,77,remove_reinsert_three,0,0,0,0,0,,,,
without_swap_restricted,D,11,relocate_best,3,3,3,3,0,1.0,1.0,1.0,-5.029235644889506
without_swap_restricted,D,11,remove_reinsert_two,3,3,3,2,1,1.0,1.0,0.6666666666666666,-4.9401244458593965
without_swap_restricted,D,11,ejection_chain_light,1,1,1,1,1,1.0,1.0,1.0,-30.23495599364105
without_swap_restricted,D,11,pair_relocate_best,2,2,2,2,2,1.0,1.0,1.0,-6.195427028372421
without_swap_restricted,D,11,swap_two_one,3,3,3,1,0,1.0,1.0,0.3333333333333333,9.917343819731286
without_swap_restricted,D,11,remove_reinsert_three,1,1,1,0,0,1.0,1.0,0.0,0.0
without_swap_restricted,D,22,relocate_best,5,5,5,3,0,1.0,1.0,0.6,-0.08315399724256167
without_swap_restricted,D,22,remove_reinsert_two,3,3,3,1,1,1.0,1.0,0.3333333333333333,-5.638063200592796
without_swap_restricted,D,22,ejection_chain_light,3,3,3,0,0,1.0,1.0,0.0,15.499905889815787
without_swap_restricted,D,22,pair_relocate_best,4,4,4,2,1,1.0,1.0,0.5,-1.7958384283289206
without_swap_restricted,D,22,swap_two_one,0,0,0,0,0,,,,
without_swap_restricted,D,22,remove_reinsert_three,3,3,3,2,1,1.0,1.0,0.6666666666666666,-9.165014580184257
without_swap_restricted,D,33,relocate_best,1,1,1,1,1,1.0,1.0,1.0,-16.914189601778162
without_swap_restricted,D,33,remove_reinsert_two,2,2,2,1,0,1.0,1.0,0.5,0.0
without_swap_restricted,D,33,ejection_chain_light,1,1,1,1,1,1.0,1.0,1.0,-3.9348861452876918
without_swap_restricted,D,33,pair_relocate_best,1,1,1,1,1,1.0,1.0,1.0,-20.571142117761838
without_swap_restricted,D,33,swap_two_one,2,2,2,0,0,1.0,1.0,0.0,1.8621284164236158
without_swap_restricted,D,33,remove_reinsert_three,2,2,2,0,0,1.0,1.0,0.0,0.0
without_swap_restricted,D,44,relocate_best,3,3,3,2,1,1.0,1.0,0.6666666666666666,-3.9060622134711593
without_swap_restricted,D,44,remove_reinsert_two,2,2,2,0,0,1.0,1.0,0.0,0.0
without_swap_restricted,D,44,ejection_chain_light,1,1,1,1,1,1.0,1.0,1.0,-8.880456077278723
without_swap_restricted,D,44,pair_relocate_best,0,0,0,0,0,,,,
without_swap_restricted,D,44,swap_two_one,2,2,2,1,0,1.0,1.0,0.5,0.0
without_swap_restricted,D,44,remove_reinsert_three,0,0,0,0,0,,,,
without_swap_restricted,D,55,relocate_best,3,3,3,1,1,1.0,1.0,0.3333333333333333,-0.10252211738043115
without_swap_restricted,D,55,remove_reinsert_two,2,2,2,0,0,1.0,1.0,0.0,0.0
without_swap_restricted,D,55,ejection_chain_light,3,3,3,2,0,1.0,1.0,0.6666666666666666,-7.265921277543839
without_swap_restricted,D,55,pair_relocate_best,1,1,1,0,0,1.0,1.0,0.0,3.2313547159390055
without_swap_restricted,D,55,swap_two_one,1,1,1,1,0,1.0,1.0,1.0,-17.029387193611342
without_swap_restricted,D,55,remove_reinsert_three,1,1,1,0,0,1.0,1.0,0.0,21.797763832631517
without_swap_restricted,D,66,relocate_best,1,1,1,0,0,1.0,1.0,0.0,3.7998974370811993
without_swap_restricted,D,66,remove_reinsert_two,1,1,1,1,0,1.0,1.0,1.0,-6.526048330935282
without_swap_restricted,D,66,ejection_chain_light,1,1,1,1,0,1.0,1.0,1.0,-2.82955300851836
without_swap_restricted,D,66,pair_relocate_best,1,1,1,0,0,1.0,1.0,0.0,23.197544338271655
without_swap_restricted,D,66,swap_two_one,3,3,3,2,0,1.0,1.0,0.6666666666666666,-4.613980999606004
without_swap_restricted,D,66,remove_reinsert_three,1,1,1,0,0,1.0,1.0,0.0,0.0
without_swap_restricted,D,77,relocate_best,1,1,1,1,1,1.0,1.0,1.0,-16.914189601778162
without_swap_restricted,D,77,remove_reinsert_two,1,1,1,0,0,1.0,1.0,0.0,0.0
without_swap_restricted,D,77,ejection_chain_light,0,0,0,0,0,,,,
without_swap_restricted,D,77,pair_relocate_best,2,2,2,0,0,1.0,1.0,0.0,20.096855210642616
without_swap_restricted,D,77,swap_two_one,3,3,3,2,1,1.0,1.0,0.6666666666666666,-1.9768106397223164
without_swap_restricted,D,77,remove_reinsert_three,3,3,3,2,2,1.0,1.0,0.6666666666666666,-15.264785179027285
without_swap_restricted,G,11,relocate_best,0,0,0,0,0,,,,
without_swap_restricted,G,11,remove_reinsert_two,0,0,0,0,0,,,,
without_swap_restricted,G,11,ejection_chain_light,1,1,1,1,1,1.0,1.0,1.0,-57.04315294409571
without_swap_restricted,G,11,pair_relocate_best,0,0,0,0,0,,,,
without_swap_restricted,G,11,swap_two_one,0,0,0,0,0,,,,
without_swap_restricted,G,11,remove_reinsert_three,0,0,0,0,0,,,,
without_swap_restricted,G,22,relocate_best,0,0,0,0,0,,,,
without_swap_restricted,G,22,remove_reinsert_two,1,1,1,1,1,1.0,1.0,1.0,-6.150265001279877
without_swap_restricted,G,22,ejection_chain_light,0,0,0,0,0,,,,
without_swap_restricted,G,22,pair_relocate_best,1,1,1,1,1,1.0,1.0,1.0,-31.42691772890521
without_swap_restricted,G,22,swap_two_one,0,0,0,0,0,,,,
without_swap_restricted,G,22,remove_reinsert_three,1,1,1,1,1,1.0,1.0,1.0,-117.58725218541758
without_swap_restricted,G,33,relocate_best,0,0,0,0,0,,,,
without_swap_restricted,G,33,remove_reinsert_two,1,1,1,0,0,1.0,1.0,0.0,0.0
without_swap_restricted,G,33,ejection_chain_light,0,0,0,0,0,,,,
without_swap_restricted,G,33,pair_relocate_best,2,2,2,2,2,1.0,1.0,1.0,-44.95043514708004
without_swap_restricted,G,33,swap_two_one,0,0,0,0,0,,,,
without_swap_restricted,G,33,remove_reinsert_three,1,1,1,1,1,1.0,1.0,1.0,-19.821003437211402
without_swap_restricted,G,44,relocate_best,0,0,0,0,0,,,,
without_swap_restricted,G,44,remove_reinsert_two,0,0,0,0,0,,,,
without_swap_restricted,G,44,ejection_chain_light,1,1,1,1,1,1.0,1.0,1.0,-45.94364262141471
without_swap_restricted,G,44,pair_relocate_best,0,0,0,0,0,,,,
without_swap_restricted,G,44,swap_two_one,0,0,0,0,0,,,,
without_swap_restricted,G,44,remove_reinsert_three,0,0,0,0,0,,,,
without_swap_restricted,G,55,relocate_best,1,1,1,1,1,1.0,1.0,1.0,-30.199533367572258
without_swap_restricted,G,55,remove_reinsert_two,1,1,0,0,0,1.0,0.0,0.0,
without_swap_restricted,G,55,ejection_chain_light,1,1,1,1,1,1.0,1.0,1.0,-48.73652918358766
without_swap_restricted,G,55,pair_relocate_best,0,0,0,0,0,,,,
without_swap_restricted,G,55,swap_two_one,0,0,0,0,0,,,,
without_swap_restricted,G,55,remove_reinsert_three,1,1,1,1,1,1.0,1.0,1.0,-2.212395417664993
without_swap_restricted,G,66,relocate_best,1,1,1,1,1,1.0,1.0,1.0,-28.027133598688124
without_swap_restricted,G,66,remove_reinsert_two,1,1,1,1,1,1.0,1.0,1.0,-6.561264820172255
without_swap_restricted,G,66,ejection_chain_light,0,0,0,0,0,,,,
without_swap_restricted,G,66,pair_relocate_best,0,0,0,0,0,,,,
without_swap_restricted,G,66,swap_two_one,1,1,1,0,0,1.0,1.0,0.0,9.449122073383478
without_swap_restricted,G,66,remove_reinsert_three,1,1,1,1,1,1.0,1.0,1.0,-1.4915043594501185
without_swap_restricted,G,77,relocate_best,0,0,0,0,0,,,,
without_swap_restricted,G,77,remove_reinsert_two,0,0,0,0,0,,,,
without_swap_restricted,G,77,ejection_chain_light,0,0,0,0,0,,,,
without_swap_restricted,G,77,pair_relocate_best,0,0,0,0,0,,,,
without_swap_restricted,G,77,swap_two_one,1,1,1,1,1,1.0,1.0,1.0,-33.265244762672864
without_swap_restricted,G,77,remove_reinsert_three,0,0,0,0,0,,,,
without_swap_restricted,F,11,relocate_best,3,3,3,2,0,1.0,1.0,0.6666666666666666,-4.105627735353589
without_swap_restricted,F,11,remove_reinsert_two,6,6,6,2,1,1.0,1.0,0.3333333333333333,-1.3818534200267247
without_swap_restricted,F,11,ejection_chain_light,6,6,6,1,0,1.0,1.0,0.16666666666666666,3.974478723547785
without_swap_restricted,F,11,pair_relocate_best,7,7,7,2,0,1.0,1.0,0.2857142857142857,7.022786160445013
without_swap_restricted,F,11,swap_two_one,5,5,5,3,0,1.0,1.0,0.6,-0.8314183517600213
without_swap_restricted,F,11,remove_reinsert_three,7,7,7,4,1,1.0,1.0,0.5714285714285714,-3.928916754994264
without_swap_restricted,F,22,relocate_best,11,11,11,7,0,1.0,1.0,0.6363636363636364,-3.2232905188035166
without_swap_restricted,F,22,remove_reinsert_two,5,5,5,1,0,1.0,1.0,0.2,-1.5329836162080483
without_swap_restricted,F,22,ejection_chain_light,3,3,3,1,1,1.0,1.0,0.3333333333333333,8.308574629416398
without_swap_restricted,F,22,pair_relocate_best,7,7,7,2,0,1.0,1.0,0.2857142857142857,7.747065855593941
without_swap_restricted,F,22,swap_two_one,4,4,4,1,0,1.0,1.0,0.25,5.629295300942033
without_swap_restricted,F,22,remove_reinsert_three,4,4,4,2,1,1.0,1.0,0.5,-8.762276563312781
without_swap_restricted,F,33,relocate_best,6,6,6,5,0,1.0,1.0,0.8333333333333334,-6.678876655148126
without_swap_restricted,F,33,remove_reinsert_two,4,4,4,0,0,1.0,1.0,0.0,0.0
without_swap_restricted,F,33,ejection_chain_light,6,6,6,3,0,1.0,1.0,0.5,-0.9977896043531777
without_swap_restricted,F,33,pair_relocate_best,6,6,5,3,0,1.0,0.8333333333333334,0.5,-5.229211632010833
without_swap_restricted,F,33,swap_two_one,4,4,4,0,0,1.0,1.0,0.0,23.046964251040777
without_swap_restricted,F,33,remove_reinsert_three,3,3,3,0,0,1.0,1.0,0.0,0.0
without_swap_restricted,F,44,relocate_best,11,11,11,7,0,1.0,1.0,0.6363636363636364,-3.0782451011405723
without_swap_restricted,F,44,remove_reinsert_two,6,6,6,3,0,1.0,1.0,0.5,-3.850673204453282
without_swap_restricted,F,44,ejection_chain_light,4,4,4,1,0,1.0,1.0,0.25,9.737362287621522
without_swap_restricted,F,44,pair_relocate_best,3,3,3,2,0,1.0,1.0,0.6666666666666666,-0.258630999558477
without_swap_restricted,F,44,swap_two_one,5,5,4,0,0,1.0,0.8,0.0,15.943704018499915
without_swap_restricted,F,44,remove_reinsert_three,4,4,4,4,2,1.0,1.0,1.0,-8.290097149410201
without_swap_restricted,F,55,relocate_best,4,4,4,1,0,1.0,1.0,0.25,1.957144539278346
without_swap_restricted,F,55,remove_reinsert_two,11,11,11,3,0,1.0,1.0,0.2727272727272727,-1.4698231509373003
without_swap_restricted,F,55,ejection_chain_light,7,7,7,4,1,1.0,1.0,0.5714285714285714,-2.408334352729607
without_swap_restricted,F,55,pair_relocate_best,9,9,9,4,0,1.0,1.0,0.4444444444444444,-0.9069418047792825
without_swap_restricted,F,55,swap_two_one,0,0,0,0,0,,,,
without_swap_restricted,F,55,remove_reinsert_three,2,2,2,0,0,1.0,1.0,0.0,27.782753266935458
without_swap_restricted,F,66,relocate_best,3,3,3,1,0,1.0,1.0,0.3333333333333333,0.1917322738885711
without_swap_restricted,F,66,remove_reinsert_two,3,3,3,1,1,1.0,1.0,0.3333333333333333,-1.2602423175014792
without_swap_restricted,F,66,ejection_chain_light,5,5,5,2,0,1.0,1.0,0.4,4.444370975600191
without_swap_restricted,F,66,pair_relocate_best,5,5,5,1,0,1.0,1.0,0.2,5.783029549369553
without_swap_restricted,F,66,swap_two_one,3,3,3,1,0,1.0,1.0,0.3333333333333333,3.5987970533771354
without_swap_restricted,F,66,remove_reinsert_three,4,4,4,2,0,1.0,1.0,0.5,-7.7493476354580935
without_swap_restricted,F,77,relocate_best,5,5,5,1,0,1.0,1.0,0.2,3.1210649659736647
without_swap_restricted,F,77,remove_reinsert_two,3,3,3,1,0,1.0,1.0,0.3333333333333333,17.27611443919602
without_swap_restricted,F,77,ejection_chain_light,1,1,1,1,0,1.0,1.0,1.0,-11.783512829264623
without_swap_restricted,F,77,pair_relocate_best,3,3,3,1,0,1.0,1.0,0.3333333333333333,2.2396057994754224
without_swap_restricted,F,77,swap_two_one,7,7,7,3,0,1.0,1.0,0.42857142857142855,-0.08072643161990202
without_swap_restricted,F,77,remove_reinsert_three,7,7,7,4,1,1.0,1.0,0.5714285714285714,0.22914315091463777
without_swap_restricted,K,11,relocate_best,0,0,0,0,0,,,,
without_swap_restricted,K,11,remove_reinsert_two,0,0,0,0,0,,,,
without_swap_restricted,K,11,ejection_chain_light,1,1,1,0,0,1.0,1.0,0.0,1.0248631959741488
without_swap_restricted,K,11,pair_relocate_best,0,0,0,0,0,,,,
without_swap_restricted,K,11,swap_two_one,0,0,0,0,0,,,,
without_swap_restricted,K,11,remove_reinsert_three,0,0,0,0,0,,,,
without_swap_restricted,K,22,relocate_best,0,0,0,0,0,,,,
without_swap_restricted,K,22,remove_reinsert_two,2,2,2,0,0,1.0,1.0,0.0,0.0
without_swap_restricted,K,22,ejection_chain_light,0,0,0,0,0,,,,
without_swap_restricted,K,22,pair_relocate_best,2,2,2,2,2,1.0,1.0,1.0,-2.1808859252208777
without_swap_restricted,K,22,swap_two_one,1,1,1,0,0,1.0,1.0,0.0,6.458969270100283
without_swap_restricted,K,22,remove_reinsert_three,2,2,2,2,2,1.0,1.0,1.0,-11.267902321244833
without_swap_restricted,K,33,relocate_best,0,0,0,0,0,,,,
without_swap_restricted,K,33,remove_reinsert_two,0,0,0,0,0,,,,
without_swap_restricted,K,33,ejection_chain_light,0,0,0,0,0,,,,
without_swap_restricted,K,33,pair_relocate_best,1,1,1,1,1,1.0,1.0,1.0,-11.48832445883022
without_swap_restricted,K,33,swap_two_one,1,1,1,1,1,1.0,1.0,1.0,-2.6451307122601975
without_swap_restricted,K,33,remove_reinsert_three,1,1,1,0,0,1.0,1.0,0.0,0.0
without_swap_restricted,K,44,relocate_best,0,0,0,0,0,,,,
without_swap_restricted,K,44,remove_reinsert_two,0,0,0,0,0,,,,
without_swap_restricted,K,44,ejection_chain_light,1,1,1,1,1,1.0,1.0,1.0,-11.662785799482208
without_swap_restricted,K,44,pair_relocate_best,0,0,0,0,0,,,,
without_swap_restricted,K,44,swap_two_one,0,0,0,0,0,,,,
without_swap_restricted,K,44,remove_reinsert_three,0,0,0,0,0,,,,
without_swap_restricted,K,55,relocate_best,1,1,1,1,1,1.0,1.0,1.0,-13.842208084302456
without_swap_restricted,K,55,remove_reinsert_two,1,1,1,1,1,1.0,1.0,1.0,-2.2175489561925588
without_swap_restricted,K,55,ejection_chain_light,1,1,1,1,1,1.0,1.0,1.0,-22.274405598174212
without_swap_restricted,K,55,pair_relocate_best,0,0,0,0,0,,,,
without_swap_restricted,K,55,swap_two_one,0,0,0,0,0,,,,
without_swap_restricted,K,55,remove_reinsert_three,1,1,1,1,1,1.0,1.0,1.0,-5.203556655327475
without_swap_restricted,K,66,relocate_best,1,1,1,1,1,1.0,1.0,1.0,-10.625046363656793
without_swap_restricted,K,66,remove_reinsert_two,0,0,0,0,0,,,,
without_swap_restricted,K,66,ejection_chain_light,1,1,1,0,0,1.0,1.0,0.0,3.8541074078348174
without_swap_restricted,K,66,pair_relocate_best,3,3,3,2,2,1.0,1.0,0.6666666666666666,-4.174963938448627
without_swap_restricted,K,66,swap_two_one,0,0,0,0,0,,,,
without_swap_restricted,K,66,remove_reinsert_three,2,2,2,0,0,1.0,1.0,0.0,0.0
without_swap_restricted,K,77,relocate_best,0,0,0,0,0,,,,
without_swap_restricted,K,77,remove_reinsert_two,0,0,0,0,0,,,,
without_swap_restricted,K,77,ejection_chain_light,0,0,0,0,0,,,,
without_swap_restricted,K,77,pair_relocate_best,0,0,0,0,0,,,,
without_swap_restricted,K,77,swap_two_one,1,1,1,1,1,1.0,1.0,1.0,-0.2565115027248339
without_swap_restricted,K,77,remove_reinsert_three,0,0,0,0,0,,,,
without_remove_reinsert_two,D,11,relocate_best,0,0,0,0,0,,,,
without_remove_reinsert_two,D,11,swap_restricted,2,2,2,2,2,1.0,1.0,1.0,-7.16363510880069
without_remove_reinsert_two,D,11,ejection_chain_light,1,1,1,1,1,1.0,1.0,1.0,-30.23495599364105
without_remove_reinsert_two,D,11,pair_relocate_best,0,0,0,0,0,,,,
without_remove_reinsert_two,D,11,swap_two_one,2,2,2,1,1,1.0,1.0,0.5,0.0
without_remove_reinsert_two,D,11,remove_reinsert_three,1,1,1,1,1,1.0,1.0,1.0,-11.675867557738115
without_remove_reinsert_two,D,22,relocate_best,3,3,3,2,1,1.0,1.0,0.6666666666666666,-5.646778102153273
without_remove_reinsert_two,D,22,swap_restricted,4,4,4,1,1,1.0,1.0,0.25,8.561203528899597
without_remove_reinsert_two,D,22,ejection_chain_light,1,1,1,0,0,1.0,1.0,0.0,17.110916691144553
without_remove_reinsert_two,D,22,pair_relocate_best,3,3,3,2,1,1.0,1.0,0.6666666666666666,-8.20190076842126
without_remove_reinsert_two,D,22,swap_two_one,1,1,1,0,0,1.0,1.0,0.0,46.740855015312036
without_remove_reinsert_two,D,22,remove_reinsert_three,2,2,2,1,1,1.0,1.0,0.5,-6.061659068384529
without_remove_reinsert_two,D,33,relocate_best,0,0,0,0,0,,,,
without_remove_reinsert_two,D,33,swap_restricted,3,3,3,2,1,1.0,1.0,0.6666666666666666,-2.1549101696312696
without_remove_reinsert_two,D,33,ejection_chain_light,1,1,1,1,1,1.0,1.0,1.0,-14.384345238172045
without_remove_reinsert_two,D,33,pair_relocate_best,1,1,1,1,1,1.0,1.0,1.0,-20.571142117761838
without_remove_reinsert_two,D,33,swap_two_one,1,1,1,0,0,1.0,1.0,0.0,2.0301215691247307
without_remove_reinsert_two,D,33,remove_reinsert_three,1,1,1,0,0,1.0,1.0,0.0,0.0
without_remove_reinsert_two,D,44,relocate_best,0,0,0,0,0,,,,
without_remove_reinsert_two,D,44,swap_restricted,1,1,1,1,1,1.0,1.0,1.0,-1.9609333349606004
without_remove_reinsert_two,D,44,ejection_chain_light,2,2,2,2,2,1.0,1.0,1.0,-5.408436119067574
without_remove_reinsert_two,D,44,pair_relocate_best,0,0,0,0,0,,,,
without_remove_reinsert_two,D,44,swap_two_one,1,1,1,1,1,1.0,1.0,1.0,-9.757253305452878
without_remove_reinsert_two,D,44,remove_reinsert_three,0,0,0,0,0,,,,
without_remove_reinsert_two,D,55,relocate_best,4,4,4,2,1,1.0,1.0,0.5,-6.547646231201753
without_remove_reinsert_two,D,55,swap_restricted,5,5,5,2,0,1.0,1.0,0.4,-0.3442378388352836
without_remove_reinsert_two,D,55,ejection_chain_light,4,4,4,2,0,1.0,1.0,0.5,0.4447914560890638
without_remove_reinsert_two,D,55,pair_relocate_best,0,0,0,0,0,,,,
without_remove_reinsert_two,D,55,swap_two_one,0,0,0,0,0,,,,
without_remove_reinsert_two,D,55,remove_reinsert_three,1,1,1,0,0,1.0,1.0,0.0,0.0
without_remove_reinsert_two,D,66,relocate_best,1,1,1,0,0,1.0,1.0,0.0,3.7998974370811993
without_remove_reinsert_two,D,66,swap_restricted,1,1,1,0,0,1.0,1.0,0.0,2.0094536554215665
without_remove_reinsert_two,D,66,ejection_chain_light,1,1,1,1,0,1.0,1.0,1.0,-2.0094536554215665
without_remove_reinsert_two,D,66,pair_relocate_best,3,3,3,1,0,1.0,1.0,0.3333333333333333,7.732514779423885
without_remove_reinsert_two,D,66,swap_two_one,3,3,3,2,0,1.0,1.0,0.6666666666666666,-8.999147258450952
without_remove_reinsert_two,D,66,remove_reinsert_three,2,2,2,0,0,1.0,1.0,0.0,0.0
without_remove_reinsert_two,D,77,relocate_best,2,2,2,1,1,1.0,1.0,0.5,-1.5580785620528559
without_remove_reinsert_two,D,77,swap_restricted,1,1,1,1,1,1.0,1.0,1.0,-0.05797663017983723
without_remove_reinsert_two,D,77,ejection_chain_light,0,0,0,0,0,,,,
without_remove_reinsert_two,D,77,pair_relocate_best,1,1,1,0,0,1.0,1.0,0.0,10.281486689125813
without_remove_reinsert_two,D,77,swap_two_one,2,2,2,1,1,1.0,1.0,0.5,-1.2928578900983325
without_remove_reinsert_two,D,77,remove_reinsert_three,2,2,2,2,2,1.0,1.0,1.0,-22.897177768540928
without_remove_reinsert_two,G,11,relocate_best,0,0,0,0,0,,,,
without_remove_reinsert_two,G,11,swap_restricted,0,0,0,0,0,,,,
without_remove_reinsert_two,G,11,ejection_chain_light,1,1,1,1,1,1.0,1.0,1.0,-57.04315294409571
without_remove_reinsert_two,G,11,pair_relocate_best,0,0,0,0,0,,,,
without_remove_reinsert_two,G,11,swap_two_one,0,0,0,0,0,,,,
without_remove_reinsert_two,G,11,remove_reinsert_three,0,0,0,0,0,,,,
without_remove_reinsert_two,G,22,relocate_best,0,0,0,0,0,,,,
without_remove_reinsert_two,G,22,swap_restricted,1,1,1,1,1,1.0,1.0,1.0,-13.775631399571921
without_remove_reinsert_two,G,22,ejection_chain_light,0,0,0,0,0,,,,
without_remove_reinsert_two,G,22,pair_relocate_best,1,1,1,1,1,1.0,1.0,1.0,-31.42691772890521
without_remove_reinsert_two,G,22,swap_two_one,0,0,0,0,0,,,,
without_remove_reinsert_two,G,22,remove_reinsert_three,1,1,1,1,1,1.0,1.0,1.0,-117.58725218541758
without_remove_reinsert_two,G,33,relocate_best,0,0,0,0,0,,,,
without_remove_reinsert_two,G,33,swap_restricted,1,1,1,1,1,1.0,1.0,1.0,-51.453039481225915
without_remove_reinsert_two,G,33,ejection_chain_light,0,0,0,0,0,,,,
without_remove_reinsert_two,G,33,pair_relocate_best,1,1,1,1,1,1.0,1.0,1.0,-58.30972749132343
without_remove_reinsert_two,G,33,swap_two_one,0,0,0,0,0,,,,
without_remove_reinsert_two,G,33,remove_reinsert_three,1,1,1,1,1,1.0,1.0,1.0,-19.821003437211402
without_remove_reinsert_two,G,44,relocate_best,0,0,0,0,0,,,,
without_remove_reinsert_two,G,44,swap_restricted,0,0,0,0,0,,,,
without_remove_reinsert_two,G,44,ejection_chain_light,1,1,1,1,1,1.0,1.0,1.0,-45.94364262141471
without_remove_reinsert_two,G,44,pair_relocate_best,0,0,0,0,0,,,,
without_remove_reinsert_two,G,44,swap_two_one,0,0,0,0,0,,,,
without_remove_reinsert_two,G,44,remove_reinsert_three,0,0,0,0,0,,,,
without_remove_reinsert_two,G,55,relocate_best,1,1,1,1,1,1.0,1.0,1.0,-30.199533367572258
without_remove_reinsert_two,G,55,swap_restricted,1,1,1,1,1,1.0,1.0,1.0,-48.73652918358857
without_remove_reinsert_two,G,55,ejection_chain_light,0,0,0,0,0,,,,
without_remove_reinsert_two,G,55,pair_relocate_best,0,0,0,0,0,,,,
without_remove_reinsert_two,G,55,swap_two_one,0,0,0,0,0,,,,
without_remove_reinsert_two,G,55,remove_reinsert_three,0,0,0,0,0,,,,
without_remove_reinsert_two,G,66,relocate_best,1,1,1,1,1,1.0,1.0,1.0,-28.027133598688124
without_remove_reinsert_two,G,66,swap_restricted,1,1,1,1,1,1.0,1.0,1.0,-9.018494819203625
without_remove_reinsert_two,G,66,ejection_chain_light,0,0,0,0,0,,,,
without_remove_reinsert_two,G,66,pair_relocate_best,0,0,0,0,0,,,,
without_remove_reinsert_two,G,66,swap_two_one,0,0,0,0,0,,,,
without_remove_reinsert_two,G,66,remove_reinsert_three,1,1,1,1,1,1.0,1.0,1.0,-1.4915043594501185
without_remove_reinsert_two,G,77,relocate_best,0,0,0,0,0,,,,
without_remove_reinsert_two,G,77,swap_restricted,0,0,0,0,0,,,,
without_remove_reinsert_two,G,77,ejection_chain_light,0,0,0,0,0,,,,
without_remove_reinsert_two,G,77,pair_relocate_best,0,0,0,0,0,,,,
without_remove_reinsert_two,G,77,swap_two_one,1,1,1,1,1,1.0,1.0,1.0,-33.265244762672864
without_remove_reinsert_two,G,77,remove_reinsert_three,0,0,0,0,0,,,,
without_remove_reinsert_two,F,11,relocate_best,4,4,4,3,0,1.0,1.0,0.75,-8.804613039067789
without_remove_reinsert_two,F,11,swap_restricted,3,3,3,1,0,1.0,1.0,0.3333333333333333,4.022089210057402
without_remove_reinsert_two,F,11,ejection_chain_light,4,4,4,0,0,1.0,1.0,0.0,7.305413395438137
without_remove_reinsert_two,F,11,pair_relocate_best,3,3,3,1,0,1.0,1.0,0.3333333333333333,-0.1172612621993873
without_remove_reinsert_two,F,11,swap_two_one,3,3,2,1,0,1.0,0.6666666666666666,0.3333333333333333,6.2925087658872485
without_remove_reinsert_two,F,11,remove_reinsert_three,2,2,2,1,0,1.0,1.0,0.5,-2.7652215821203754
without_remove_reinsert_two,F,22,relocate_best,4,4,4,3,0,1.0,1.0,0.75,-6.899494529580124
without_remove_reinsert_two,F,22,swap_restricted,2,2,2,0,0,1.0,1.0,0.0,4.679442267944864
without_remove_reinsert_two,F,22,ejection_chain_light,8,8,8,4,0,1.0,1.0,0.5,-11.528143725026084
without_remove_reinsert_two,F,22,pair_relocate_best,7,7,6,2,0,1.0,0.8571428571428571,0.2857142857142857,5.738073177296902
without_remove_reinsert_two,F,22,swap_two_one,2,2,1,1,0,1.0,0.5,0.5,-6.6380609522682335
without_remove_reinsert_two,F,22,remove_reinsert_three,5,5,5,2,1,1.0,1.0,0.4,17.427557301780006
