setting,mean_obj_val,mean_gap_pct,std_gap_pct,runs
remove_reinsert_three,1503.6615833333333,5.189666666666667,2.676173432799945,12
relocate_best_remove_reinsert_three,1500.8270833333333,5.26175,2.6848378696605937,12
relocate_best_pair_relocate_best_remove_reinsert_three,1504.4440833333335,5.355666666666667,2.8853254845017315,12
pair_relocate_best_remove_reinsert_three,1504.7149166666668,5.46725,3.1045033602230747,12
relocate_best_pair_relocate_best,1510.0133333333333,5.823250000000001,2.891585004959925,12
pair_relocate_best,1517.3785833333334,6.4014999999999995,2.8539098698898226,12
relocate_best,1519.7150000000001,6.7739166666666675,3.286598945534407,12
