setting,mean_diff_obj_val,median_diff_obj_val,t_statistic,p_value,is_significant_5pct,is_significant_1pct,pairs
without_pair_relocate_best,3.1381428571428387,0.0,1.8102940602479922,0.08139399261017716,False,False,28
without_ejection_chain_light,-3.0165714285714103,0.0,-1.0129313028704259,0.3200847378265427,False,False,28
without_remove_reinsert_three,4.261178571428595,0.0,0.7198961744462283,0.4777749560768588,False,False,28
without_relocate_best,2.1282500000000164,0.0,0.6165989493051459,0.5426638716205191,False,False,28
without_swap_two_one,-1.553678571428577,0.0,-0.4008535756174215,0.6916825248054919,False,False,28
without_swap_restricted,-0.9883571428571217,0.0,-0.324324852680826,0.748191401942004,False,False,28
without_remove_reinsert_two,-0.9993571428571418,0.0,-0.2794772665909974,0.782008380592953,False,False,28
